TITLE="privet"
VARIABLES="x", "y", "z"
ZONE T="zone", I=100, J=100, F=POINT
-1.00531 -3.39292 0.000303798
-0.879644 -3.39292 0.000341995
-0.75398 -3.39292 0.000378964
-0.628317 -3.39292 0.000413349
-0.502653 -3.39292 0.000443791
-0.376989 -3.39292 0.00046901
-0.251325 -3.39292 0.000487896
-0.125662 -3.39292 0.00049959
1.93715e-006 -3.39292 0.00050355
0.125666 -3.39292 0.00049959
0.251329 -3.39292 0.000487895
0.376993 -3.39292 0.000469009
0.502657 -3.39292 0.00044379
0.62832 -3.39292 0.000413348
0.753984 -3.39292 0.000378963
0.879648 -3.39292 0.000341994
1.00531 -3.39292 0.000303796
1.13098 -3.39292 0.000265637
1.25664 -3.39292 0.000228632
1.3823 -3.39292 0.000193699
1.50797 -3.39292 0.000161532
1.63363 -3.39292 0.000132596
1.75929 -3.39292 0.000107139
1.88496 -3.39292 8.52127e-005
2.01062 -3.39292 6.67119e-005
2.13629 -3.39292 5.14097e-005
2.26195 -3.39292 3.89967e-005
2.38761 -3.39292 2.91174e-005
2.51328 -3.39292 2.14003e-005
2.63894 -3.39292 1.5482e-005
2.7646 -3.39292 1.1025e-005
2.89027 -3.39292 7.72807e-006
3.01593 -3.39292 5.33219e-006
3.1416 -3.39292 3.62144e-006
3.26726 -3.39292 2.42103e-006
3.39292 -3.39292 1.59316e-006
3.51859 -3.39292 1.03196e-006
3.64425 -3.39292 6.5797e-007
3.76991 -3.39292 4.12944e-007
3.89558 -3.39292 2.55105e-007
4.02124 -3.39292 1.55127e-007
4.14691 -3.39292 9.28538e-008
4.27257 -3.39292 5.47083e-008
4.39823 -3.39292 3.17284e-008
4.5239 -3.39292 1.81128e-008
4.64956 -3.39292 1.0178e-008
4.77522 -3.39292 5.6297e-009
4.90089 -3.39292 3.06512e-009
5.02655 -3.39292 1.64268e-009
5.15222 -3.39292 8.6656e-010
5.27788 -3.39292 4.49974e-010
5.40354 -3.39292 2.29995e-010
5.52921 -3.39292 1.15715e-010
5.65487 -3.39292 5.73065e-011
5.78053 -3.39292 2.79357e-011
5.9062 -3.39292 1.34047e-011
6.03186 -3.39292 6.33136e-012
6.15753 -3.39292 2.9436e-012
-6.28319 -3.26726 2.04716e-012
-6.15752 -3.26726 4.47331e-012
-6.03186 -3.26726 9.62159e-012
-5.90619 -3.26726 2.03708e-011
-5.78053 -3.26726 4.24531e-011
-5.65487 -3.26726 8.70869e-011
-5.5292 -3.26726 1.75849e-010
-5.40354 -3.26726 3.49515e-010
-5.27788 -3.26726 6.83811e-010
-5.15221 -3.26726 1.31688e-009
-5.02655 -3.26726 2.49632e-009
-4.90088 -3.26726 4.65796e-009
-4.77522 -3.26726 8.55525e-009
-4.64956 -3.26726 1.54672e-008
-4.52389 -3.26726 2.75253e-008
-4.39823 -3.26726 4.82164e-008
-4.27257 -3.26726 8.31381e-008
-4.1469 -3.26726 1.41106e-007
-4.02124 -3.26726 2.35741e-007
-3.89557 -3.26726 3.87673e-007
-3.76991 -3.26726 6.27534e-007
-3.64425 -3.26726 9.99888e-007
-3.51858 -3.26726 1.56822e-006
-3.39292 -3.26726 2.42106e-006
-3.26726 -3.26726 3.67913e-006
-3.14159 -3.26726 5.50335e-006
-3.01593 -3.26726 8.10308e-006
-2.89026 -3.26726 1.1744e-005
-2.7646 -3.26726 1.67542e-005
-2.63894 -3.26726 2.35273e-005
-2.51327 -3.26726 3.2521e-005
-2.38761 -3.26726 4.42483e-005
-2.26195 -3.26726 5.92613e-005
-2.13628 -3.26726 7.81246e-005
-2.01062 -3.26726 0.000101379
-1.88495 -3.26726 0.000129493
-1.75929 -3.26726 0.000162813
-1.63363 -3.26726 0.0002015
-1.50796 -3.26726 0.000245471
-1.3823 -3.26726 0.000294353
-1.25664 -3.26726 0.000347439
-1.13097 -3.26726 0.000403674
-1.00531 -3.26726 0.000461662
-0.879644 -3.26726 0.000519708
-0.75398 -3.26726 0.000575887
-0.628317 -3.26726 0.000628141
-0.502653 -3.26726 0.000674401
-0.376989 -3.26726 0.000712724
-0.251325 -3.26726 0.000741424
-0.125662 -3.26726 0.000759196
1.93715e-006 -3.26726 0.000765213
0.125666 -3.26726 0.000759195
0.251329 -3.26726 0.000741423
0.376993 -3.26726 0.000712723
0.502657 -3.26726 0.0006744
0.62832 -3.26726 0.000628139
0.753984 -3.26726 0.000575885
0.879648 -3.26726 0.000519707
1.00531 -3.26726 0.00046166
1.13098 -3.26726 0.000403672
1.25664 -3.26726 0.000347437
1.3823 -3.26726 0.000294351
1.50797 -3.26726 0.00024547
1.63363 -3.26726 0.000201498
1.75929 -3.26726 0.000162812
1.88496 -3.26726 0.000129492
2.01062 -3.26726 0.000101378
2.13629 -3.26726 7.8124e-005
2.26195 -3.26726 5.92608e-005
2.38761 -3.26726 4.42479e-005
2.51328 -3.26726 3.25206e-005
2.63894 -3.26726 2.35271e-005
2.7646 -3.26726 1.6754e-005
2.89027 -3.26726 1.17439e-005
3.01593 -3.26726 8.10299e-006
3.1416 -3.26726 5.50328e-006
3.26726 -3.26726 3.67908e-006
3.39292 -3.26726 2.42103e-006
3.51859 -3.26726 1.5682e-006
3.64425 -3.26726 9.99875e-007
3.76991 -3.26726 6.27525e-007
3.89558 -3.26726 3.87667e-007
4.02124 -3.26726 2.35737e-007
4.14691 -3.26726 1.41104e-007
4.27257 -3.26726 8.31367e-008
4.39823 -3.26726 4.82156e-008
4.5239 -3.26726 2.75249e-008
4.64956 -3.26726 1.54669e-008
4.77522 -3.26726 8.55509e-009
4.90089 -3.26726 4.65787e-009
5.02655 -3.26726 2.49627e-009
5.15222 -3.26726 1.31686e-009
5.27788 -3.26726 6.83797e-010
5.40354 -3.26726 3.49508e-010
5.52921 -3.26726 1.75845e-010
5.65487 -3.26726 8.70851e-011
5.78053 -3.26726 4.24521e-011
5.9062 -3.26726 2.03703e-011
6.03186 -3.26726 9.62137e-012
6.15753 -3.26726 4.47321e-012
-6.28319 -3.14159 3.0622e-012
-6.15752 -3.14159 6.6913e-012
-6.03186 -3.14159 1.43922e-011
-5.90619 -3.14159 3.04712e-011
-5.78053 -3.14159 6.35025e-011
-5.65487 -3.14159 1.30267e-010
-5.5292 -3.14159 2.63039e-010
-5.40354 -3.14159 5.22815e-010
-5.27788 -3.14159 1.02286e-009
-5.15221 -3.14159 1.96983e-009
-5.02655 -3.14159 3.73407e-009
-4.90088 -3.14159 6.96751e-009
-4.77522 -3.14159 1.27972e-008
-4.64956 -3.14159 2.31363e-008
-4.52389 -3.14159 4.11732e-008
-4.39823 -3.14159 7.21235e-008
-4.27257 -3.14159 1.2436e-007
-4.1469 -3.14159 2.11071e-007
-4.02124 -3.14159 3.52628e-007
-3.89557 -3.14159 5.79892e-007
-3.76991 -3.14159 9.38683e-007
-3.64425 -3.14159 1.49566e-006
-3.51858 -3.14159 2.34579e-006
-3.39292 -3.14159 3.62149e-006
-3.26726 -3.14159 5.50335e-006
-3.14159 -3.14159 8.23206e-006
-3.01593 -3.14159 1.21208e-005
-2.89026 -3.14159 1.7567e-005
-2.7646 -3.14159 2.50614e-005
-2.63894 -3.14159 3.51928e-005
-2.51327 -3.14159 4.86458e-005
-2.38761 -3.14159 6.61878e-005
-2.26195 -3.14159 8.86447e-005
-2.13628 -3.14159 0.000116861
-2.01062 -3.14159 0.000151645
-1.88495 -3.14159 0.0001937
-1.75929 -3.14159 0.000243541
-1.63363 -3.14159 0.000301409
-1.50796 -3.14159 0.000367183
-1.3823 -3.14159 0.000440301
-1.25664 -3.14159 0.000519709
-1.13097 -3.14159 0.000603826
-1.00531 -3.14159 0.000690567
-0.879644 -3.14159 0.000777395
-0.75398 -3.14159 0.000861428
-0.628317 -3.14159 0.00093959
-0.502653 -3.14159 0.00100879
-0.376989 -3.14159 0.00106611
-0.251325 -3.14159 0.00110904
-0.125662 -3.14159 0.00113563
1.93715e-006 -3.14159 0.00114463
0.125666 -3.14159 0.00113563
0.251329 -3.14159 0.00110904
0.376993 -3.14159 0.00106611
0.502657 -3.14159 0.00100879
0.62832 -3.14159 0.000939588
0.753984 -3.14159 0.000861426
0.879648 -3.14159 0.000777392
1.00531 -3.14159 0.000690564
1.13098 -3.14159 0.000603824
1.25664 -3.14159 0.000519706
1.3823 -3.14159 0.000440299
1.50797 -3.14159 0.00036718
1.63363 -3.14159 0.000301407
1.75929 -3.14159 0.000243539
1.88496 -3.14159 0.000193698
2.01062 -3.14159 0.000151644
2.13629 -3.14159 0.00011686
2.26195 -3.14159 8.8644e-005
2.38761 -3.14159 6.61872e-005
2.51328 -3.14159 4.86453e-005
2.63894 -3.14159 3.51925e-005
2.7646 -3.14159 2.50611e-005
2.89027 -3.14159 1.75668e-005
3.01593 -3.14159 1.21207e-005
3.1416 -3.14159 8.23196e-006
3.26726 -3.14159 5.50328e-006
3.39292 -3.14159 3.62144e-006
3.51859 -3.14159 2.34576e-006
3.64425 -3.14159 1.49564e-006
3.76991 -3.14159 9.3867e-007
3.89558 -3.14159 5.79883e-007
4.02124 -3.14159 3.52622e-007
4.14691 -3.14159 2.11067e-007
4.27257 -3.14159 1.24358e-007
4.39823 -3.14159 7.21223e-008
4.5239 -3.14159 4.11725e-008
4.64956 -3.14159 2.31359e-008
4.77522 -3.14159 1.27969e-008
4.90089 -3.14159 6.96737e-009
5.02655 -3.14159 3.734e-009
5.15222 -3.14159 1.96979e-009
5.27788 -3.14159 1.02284e-009
5.40354 -3.14159 5.22804e-010
5.52921 -3.14159 2.63034e-010
5.65487 -3.14159 1.30264e-010
5.78053 -3.14159 6.35011e-011
5.9062 -3.14159 3.04705e-011
6.03186 -3.14159 1.43919e-011
6.15753 -3.14159 6.69115e-012
-6.28319 -3.01593 4.50877e-012
-6.15752 -3.01593 9.85222e-012
-6.03186 -3.01593 2.1191e-011
-5.90619 -3.01593 4.48655e-011
-5.78053 -3.01593 9.35006e-011
-5.65487 -3.01593 1.91804e-010
-5.5292 -3.01593 3.87297e-010
-5.40354 -3.01593 7.69788e-010
-5.27788 -3.01593 1.50606e-009
-5.15221 -3.01593 2.90036e-009
-5.02655 -3.01593 5.49801e-009
-4.90088 -3.01593 1.02589e-008
-4.77522 -3.01593 1.88425e-008
-4.64956 -3.01593 3.40657e-008
-4.52389 -3.01593 6.06231e-008
-4.39823 -3.01593 1.06194e-007
-4.27257 -3.01593 1.83107e-007
-4.1469 -3.01593 3.10779e-007
-4.02124 -3.01593 5.19207e-007
-3.89557 -3.01593 8.53828e-007
-3.76991 -3.01593 1.38211e-006
-3.64425 -3.01593 2.2022e-006
-3.51858 -3.01593 3.45392e-006
-3.39292 -3.01593 5.33225e-006
-3.26726 -3.01593 8.10308e-006
-3.14159 -3.01593 1.21208e-005
-3.01593 -3.01593 1.78466e-005
-2.89026 -3.01593 2.58655e-005
-2.7646 -3.01593 3.69002e-005
-2.63894 -3.01593 5.18176e-005
-2.51327 -3.01593 7.16257e-005
-2.38761 -3.01593 9.74544e-005
-2.26195 -3.01593 0.00013052
-2.13628 -3.01593 0.000172065
-2.01062 -3.01593 0.000223281
-1.88495 -3.01593 0.000285202
-1.75929 -3.01593 0.000358587
-1.63363 -3.01593 0.000443792
-1.50796 -3.01593 0.000540637
-1.3823 -3.01593 0.000648296
-1.25664 -3.01593 0.000765215
-1.13097 -3.01593 0.000889069
-1.00531 -3.01593 0.00101679
-0.879644 -3.01593 0.00114463
-0.75398 -3.01593 0.00126836
-0.628317 -3.01593 0.00138345
-0.502653 -3.01593 0.00148533
-0.376989 -3.01593 0.00156974
-0.251325 -3.01593 0.00163295
-0.125662 -3.01593 0.00167209
1.93715e-006 -3.01593 0.00168534
0.125666 -3.01593 0.00167209
0.251329 -3.01593 0.00163294
0.376993 -3.01593 0.00156973
0.502657 -3.01593 0.00148533
0.62832 -3.01593 0.00138344
0.753984 -3.01593 0.00126836
0.879648 -3.01593 0.00114463
1.00531 -3.01593 0.00101678
1.13098 -3.01593 0.000889065
1.25664 -3.01593 0.000765212
1.3823 -3.01593 0.000648293
1.50797 -3.01593 0.000540634
1.63363 -3.01593 0.000443789
1.75929 -3.01593 0.000358585
1.88496 -3.01593 0.0002852
2.01062 -3.01593 0.000223279
2.13629 -3.01593 0.000172064
2.26195 -3.01593 0.000130519
2.38761 -3.01593 9.74536e-005
2.51328 -3.01593 7.1625e-005
2.63894 -3.01593 5.18171e-005
2.7646 -3.01593 3.68998e-005
2.89027 -3.01593 2.58652e-005
3.01593 -3.01593 1.78464e-005
3.1416 -3.01593 1.21207e-005
3.26726 -3.01593 8.10298e-006
3.39292 -3.01593 5.33218e-006
3.51859 -3.01593 3.45388e-006
3.64425 -3.01593 2.20217e-006
3.76991 -3.01593 1.38209e-006
3.89558 -3.01593 8.53815e-007
4.02124 -3.01593 5.19198e-007
4.14691 -3.01593 3.10774e-007
4.27257 -3.01593 1.83104e-007
4.39823 -3.01593 1.06192e-007
4.5239 -3.01593 6.0622e-008
4.64956 -3.01593 3.40651e-008
4.77522 -3.01593 1.88421e-008
4.90089 -3.01593 1.02587e-008
5.02655 -3.01593 5.49791e-009
5.15222 -3.01593 2.90031e-009
5.27788 -3.01593 1.50603e-009
5.40354 -3.01593 7.69773e-010
5.52921 -3.01593 3.87289e-010
5.65487 -3.01593 1.918e-010
5.78053 -3.01593 9.34985e-011
5.9062 -3.01593 4.48645e-011
6.03186 -3.01593 2.11905e-011
6.15753 -3.01593 9.852e-012
-6.28319 -2.89026 6.53466e-012
-6.15752 -2.89026 1.42791e-011
-6.03186 -2.89026 3.07127e-011
-5.90619 -2.89026 6.50246e-011
-5.78053 -2.89026 1.35513e-010
-5.65487 -2.89026 2.77986e-010
-5.5292 -2.89026 5.61319e-010
-5.40354 -2.89026 1.11567e-009
-5.27788 -2.89026 2.18276e-009
-5.15221 -2.89026 4.20357e-009
-5.02655 -2.89026 7.9684e-009
-4.90088 -2.89026 1.48685e-008
-4.77522 -2.89026 2.73088e-008
-4.64956 -2.89026 4.93722e-008
-4.52389 -2.89026 8.78624e-008
-4.39823 -2.89026 1.5391e-007
-4.27257 -2.89026 2.65382e-007
-4.1469 -2.89026 4.50419e-007
-4.02124 -2.89026 7.52499e-007
-3.89557 -2.89026 1.23747e-006
-3.76991 -2.89026 2.00312e-006
-3.64425 -2.89026 3.1917e-006
-3.51858 -2.89026 5.00585e-006
-3.39292 -2.89026 7.72816e-006
-3.26726 -2.89026 1.1744e-005
-3.14159 -2.89026 1.7567e-005
-3.01593 -2.89026 2.58655e-005
-2.89026 -2.89026 3.74875e-005
-2.7646 -2.89026 5.34803e-005
-2.63894 -2.89026 7.51005e-005
-2.51327 -2.89026 0.000103809
-2.38761 -2.89026 0.000141243
-2.26195 -2.89026 0.000189165
-2.13628 -2.89026 0.000249378
-2.01062 -2.89026 0.000323607
-1.88495 -2.89026 0.00041335
-1.75929 -2.89026 0.000519709
-1.63363 -2.89026 0.000643198
-1.50796 -2.89026 0.000783558
-1.3823 -2.89026 0.000939591
-1.25664 -2.89026 0.00110904
-1.13097 -2.89026 0.00128855
-1.00531 -2.89026 0.00147365
-0.879644 -2.89026 0.00165894
-0.75398 -2.89026 0.00183826
-0.628317 -2.89026 0.00200506
-0.502653 -2.89026 0.00215273
-0.376989 -2.89026 0.00227506
-0.251325 -2.89026 0.00236667
-0.125662 -2.89026 0.0024234
1.93715e-006 -2.89026 0.00244261
0.125666 -2.89026 0.00242339
0.251329 -2.89026 0.00236667
0.376993 -2.89026 0.00227505
0.502657 -2.89026 0.00215272
0.62832 -2.89026 0.00200506
0.753984 -2.89026 0.00183826
0.879648 -2.89026 0.00165893
1.00531 -2.89026 0.00147365
1.13098 -2.89026 0.00128854
1.25664 -2.89026 0.00110904
1.3823 -2.89026 0.000939586
1.50797 -2.89026 0.000783553
1.63363 -2.89026 0.000643194
1.75929 -2.89026 0.000519706
1.88496 -2.89026 0.000413347
2.01062 -2.89026 0.000323604
2.13629 -2.89026 0.000249376
2.26195 -2.89026 0.000189164
2.38761 -2.89026 0.000141242
2.51328 -2.89026 0.000103808
2.63894 -2.89026 7.50998e-005
2.7646 -2.89026 5.34797e-005
2.89027 -2.89026 3.74871e-005
3.01593 -2.89026 2.58652e-005
3.1416 -2.89026 1.75668e-005
3.26726 -2.89026 1.17438e-005
3.39292 -2.89026 7.72806e-006
3.51859 -2.89026 5.00579e-006
3.64425 -2.89026 3.19166e-006
3.76991 -2.89026 2.0031e-006
3.89558 -2.89026 1.23745e-006
4.02124 -2.89026 7.52486e-007
4.14691 -2.89026 4.50412e-007
4.27257 -2.89026 2.65377e-007
4.39823 -2.89026 1.53907e-007
4.5239 -2.89026 8.78609e-008
4.64956 -2.89026 4.93713e-008
4.77522 -2.89026 2.73083e-008
4.90089 -2.89026 1.48682e-008
5.02655 -2.89026 7.96825e-009
5.15222 -2.89026 4.20348e-009
5.27788 -2.89026 2.18272e-009
5.40354 -2.89026 1.11565e-009
5.52921 -2.89026 5.61307e-010
5.65487 -2.89026 2.7798e-010
5.78053 -2.89026 1.3551e-010
5.9062 -2.89026 6.50232e-011
6.03186 -2.89026 3.0712e-011
6.15753 -2.89026 1.42787e-011
-6.28319 -2.7646 9.32246e-012
-6.15752 -2.7646 2.03707e-011
-6.03186 -2.7646 4.38152e-011
-5.90619 -2.7646 9.27652e-011
-5.78053 -2.7646 1.93325e-010
-5.65487 -2.7646 3.9658e-010
-5.5292 -2.7646 8.00787e-010
-5.40354 -2.7646 1.59164e-009
-5.27788 -2.7646 3.11397e-009
-5.15221 -2.7646 5.99688e-009
-5.02655 -2.7646 1.13679e-008
-4.90088 -2.7646 2.12116e-008
-4.77522 -2.7646 3.89592e-008
-4.64956 -2.7646 7.04351e-008
-4.52389 -2.7646 1.25346e-007
-4.39823 -2.7646 2.1957e-007
-4.27257 -2.7646 3.78598e-007
-4.1469 -2.7646 6.42576e-007
-4.02124 -2.7646 1.07353e-006
-3.89557 -2.7646 1.7654e-006
-3.76991 -2.7646 2.85769e-006
-3.64425 -2.7646 4.55333e-006
-3.51858 -2.7646 7.14143e-006
-3.39292 -2.7646 1.10251e-005
-3.26726 -2.7646 1.67542e-005
-3.14159 -2.7646 2.50614e-005
-3.01593 -2.7646 3.69002e-005
-2.89026 -2.7646 5.34803e-005
-2.7646 -2.7646 7.62959e-005
-2.63894 -2.7646 0.00010714
-2.51327 -2.7646 0.000148095
-2.38761 -2.7646 0.0002015
-2.26195 -2.7646 0.000269867
-2.13628 -2.7646 0.000355767
-2.01062 -2.7646 0.000461663
-1.88495 -2.7646 0.000589692
-1.75929 -2.7646 0.000741426
-1.63363 -2.7646 0.000917597
-1.50796 -2.7646 0.00111784
-1.3823 -2.7646 0.00134044
-1.25664 -2.7646 0.00158218
-1.13097 -2.7646 0.00183827
-1.00531 -2.7646 0.00210234
-0.879644 -2.7646 0.00236667
-0.75398 -2.7646 0.0026225
-0.628317 -2.7646 0.00286045
-0.502653 -2.7646 0.00307112
-0.376989 -2.7646 0.00324563
-0.251325 -2.7646 0.00337633
-0.125662 -2.7646 0.00345726
1.93715e-006 -2.7646 0.00348466
0.125666 -2.7646 0.00345725
0.251329 -2.7646 0.00337632
0.376993 -2.7646 0.00324563
0.502657 -2.7646 0.00307111
0.62832 -2.7646 0.00286045
0.753984 -2.7646 0.00262249
0.879648 -2.7646 0.00236666
1.00531 -2.7646 0.00210233
1.13098 -2.7646 0.00183826
1.25664 -2.7646 0.00158217
1.3823 -2.7646 0.00134043
1.50797 -2.7646 0.00111783
1.63363 -2.7646 0.000917591
1.75929 -2.7646 0.000741421
1.88496 -2.7646 0.000589688
2.01062 -2.7646 0.000461659
2.13629 -2.7646 0.000355764
2.26195 -2.7646 0.000269864
2.38761 -2.7646 0.000201498
2.51328 -2.7646 0.000148094
2.63894 -2.7646 0.000107139
2.7646 -2.7646 7.62951e-005
2.89027 -2.7646 5.34797e-005
3.01593 -2.7646 3.68997e-005
3.1416 -2.7646 2.50611e-005
3.26726 -2.7646 1.6754e-005
3.39292 -2.7646 1.1025e-005
3.51859 -2.7646 7.14134e-006
3.64425 -2.7646 4.55327e-006
3.76991 -2.7646 2.85765e-006
3.89558 -2.7646 1.76537e-006
4.02124 -2.7646 1.07351e-006
4.14691 -2.7646 6.42566e-007
4.27257 -2.7646 3.78592e-007
4.39823 -2.7646 2.19566e-007
4.5239 -2.7646 1.25344e-007
4.64956 -2.7646 7.04339e-008
4.77522 -2.7646 3.89585e-008
4.90089 -2.7646 2.12112e-008
5.02655 -2.7646 1.13676e-008
5.15222 -2.7646 5.99676e-009
5.27788 -2.7646 3.1139e-009
5.40354 -2.7646 1.59161e-009
5.52921 -2.7646 8.0077e-010
5.65487 -2.7646 3.96572e-010
5.78053 -2.7646 1.9332e-010
5.9062 -2.7646 9.27631e-011
6.03186 -2.7646 4.38142e-011
6.15753 -2.7646 2.03703e-011
-6.28319 -2.63894 1.30912e-011
-6.15752 -2.63894 2.86059e-011
-6.03186 -2.63894 6.15282e-011
-5.90619 -2.63894 1.30267e-010
-5.78053 -2.63894 2.71479e-010
-5.65487 -2.63894 5.56904e-010
-5.5292 -2.63894 1.12452e-009
-5.40354 -2.63894 2.23508e-009
-5.27788 -2.63894 4.37284e-009
-5.15221 -2.63894 8.42121e-009
-5.02655 -2.63894 1.59635e-008
-4.90088 -2.63894 2.97867e-008
-4.77522 -2.63894 5.47091e-008
-4.64956 -2.63894 9.89097e-008
-4.52389 -2.63894 1.76019e-007
-4.39823 -2.63894 3.08335e-007
-4.27257 -2.63894 5.31652e-007
-4.1469 -2.63894 9.02347e-007
-4.02124 -2.63894 1.50752e-006
-3.89557 -2.63894 2.47909e-006
-3.76991 -2.63894 4.01296e-006
-3.64425 -2.63894 6.39409e-006
-3.51858 -2.63894 1.00285e-005
-3.39292 -2.63894 1.54822e-005
-3.26726 -2.63894 2.35273e-005
-3.14159 -2.63894 3.51928e-005
-3.01593 -2.63894 5.18176e-005
-2.89026 -2.63894 7.51005e-005
-2.7646 -2.63894 0.00010714
-2.63894 -2.63894 0.000150453
-2.51327 -2.63894 0.000207965
-2.38761 -2.63894 0.000282959
-2.26195 -2.63894 0.000378964
-2.13628 -2.63894 0.000499592
-2.01062 -2.63894 0.000648297
-1.88495 -2.63894 0.000828084
-1.75929 -2.63894 0.00104116
-1.63363 -2.63894 0.00128855
-1.50796 -2.63894 0.00156974
-1.3823 -2.63894 0.00188233
-1.25664 -2.63894 0.0022218
-1.13097 -2.63894 0.00258141
-1.00531 -2.63894 0.00295224
-0.879644 -2.63894 0.00332343
-0.75398 -2.63894 0.00368269
-0.628317 -2.63894 0.00401684
-0.502653 -2.63894 0.00431266
-0.376989 -2.63894 0.00455773
-0.251325 -2.63894 0.00474126
-0.125662 -2.63894 0.00485491
1.93715e-006 -2.63894 0.00489339
0.125666 -2.63894 0.0048549
0.251329 -2.63894 0.00474126
0.376993 -2.63894 0.00455772
0.502657 -2.63894 0.00431265
0.62832 -2.63894 0.00401683
0.753984 -2.63894 0.00368267
0.879648 -2.63894 0.00332342
1.00531 -2.63894 0.00295223
1.13098 -2.63894 0.0025814
1.25664 -2.63894 0.00222179
1.3823 -2.63894 0.00188232
1.50797 -2.63894 0.00156973
1.63363 -2.63894 0.00128854
1.75929 -2.63894 0.00104115
1.88496 -2.63894 0.000828078
2.01062 -2.63894 0.000648292
2.13629 -2.63894 0.000499588
2.26195 -2.63894 0.000378961
2.38761 -2.63894 0.000282956
2.51328 -2.63894 0.000207963
2.63894 -2.63894 0.000150451
2.7646 -2.63894 0.000107139
2.89027 -2.63894 7.50997e-005
3.01593 -2.63894 5.1817e-005
3.1416 -2.63894 3.51924e-005
3.26726 -2.63894 2.3527e-005
3.39292 -2.63894 1.5482e-005
3.51859 -2.63894 1.00283e-005
3.64425 -2.63894 6.394e-006
3.76991 -2.63894 4.0129e-006
3.89558 -2.63894 2.47905e-006
4.02124 -2.63894 1.50749e-006
4.14691 -2.63894 9.02333e-007
4.27257 -2.63894 5.31643e-007
4.39823 -2.63894 3.08329e-007
4.5239 -2.63894 1.76016e-007
4.64956 -2.63894 9.8908e-008
4.77522 -2.63894 5.47081e-008
4.90089 -2.63894 2.97862e-008
5.02655 -2.63894 1.59632e-008
5.15222 -2.63894 8.42104e-009
5.27788 -2.63894 4.37275e-009
5.40354 -2.63894 2.23504e-009
5.52921 -2.63894 1.12449e-009
5.65487 -2.63894 5.56892e-010
5.78053 -2.63894 2.71473e-010
5.9062 -2.63894 1.30264e-010
6.03186 -2.63894 6.15268e-011
6.15753 -2.63894 2.86053e-011
-6.28319 -2.51327 1.80955e-011
-6.15752 -2.51327 3.9541e-011
-6.03186 -2.51327 8.50482e-011
-5.90619 -2.51327 1.80064e-010
-5.78053 -2.51327 3.75256e-010
-5.65487 -2.51327 7.69788e-010
-5.5292 -2.51327 1.55438e-009
-5.40354 -2.51327 3.08947e-009
-5.27788 -2.51327 6.04442e-009
-5.15221 -2.51327 1.16403e-008
-5.02655 -2.51327 2.20658e-008
-4.90088 -2.51327 4.11731e-008
-4.77522 -2.51327 7.56225e-008
-4.64956 -2.51327 1.36719e-007
-4.52389 -2.51327 2.43305e-007
-4.39823 -2.51327 4.262e-007
-4.27257 -2.51327 7.34883e-007
-4.1469 -2.51327 1.24728e-006
-4.02124 -2.51327 2.08379e-006
-3.89557 -2.51327 3.42676e-006
-3.76991 -2.51327 5.54697e-006
-3.64425 -2.51327 8.83832e-006
-3.51858 -2.51327 1.3862e-005
-3.39292 -2.51327 2.14005e-005
-3.26726 -2.51327 3.2521e-005
-3.14159 -2.51327 4.86458e-005
-3.01593 -2.51327 7.16257e-005
-2.89026 -2.51327 0.000103809
-2.7646 -2.51327 0.000148095
-2.63894 -2.51327 0.000207965
-2.51327 -2.51327 0.000287463
-2.38761 -2.51327 0.000391124
-2.26195 -2.51327 0.000523829
-2.13628 -2.51327 0.000690568
-2.01062 -2.51327 0.000896118
-1.88495 -2.51327 0.00114463
-1.75929 -2.51327 0.00143916
-1.63363 -2.51327 0.00178112
-1.50796 -2.51327 0.00216979
-1.3823 -2.51327 0.00260188
-1.25664 -2.51327 0.00307112
-1.13097 -2.51327 0.0035682
-1.00531 -2.51327 0.00408077
-0.879644 -2.51327 0.00459386
-0.75398 -2.51327 0.00509044
-0.628317 -2.51327 0.00555233
-0.502653 -2.51327 0.00596124
-0.376989 -2.51327 0.00629999
-0.251325 -2.51327 0.00655368
-0.125662 -2.51327 0.00671076
1.93715e-006 -2.51327 0.00676396
0.125666 -2.51327 0.00671076
0.251329 -2.51327 0.00655367
0.376993 -2.51327 0.00629998
0.502657 -2.51327 0.00596123
0.62832 -2.51327 0.00555232
0.753984 -2.51327 0.00509043
0.879648 -2.51327 0.00459385
1.00531 -2.51327 0.00408076
1.13098 -2.51327 0.00356818
1.25664 -2.51327 0.00307111
1.3823 -2.51327 0.00260186
1.50797 -2.51327 0.00216978
1.63363 -2.51327 0.00178111
1.75929 -2.51327 0.00143915
1.88496 -2.51327 0.00114462
2.01062 -2.51327 0.000896111
2.13629 -2.51327 0.000690562
2.26195 -2.51327 0.000523825
2.38761 -2.51327 0.000391121
2.51328 -2.51327 0.00028746
2.63894 -2.51327 0.000207963
2.7646 -2.51327 0.000148094
2.89027 -2.51327 0.000103808
3.01593 -2.51327 7.16248e-005
3.1416 -2.51327 4.86452e-005
3.26726 -2.51327 3.25206e-005
3.39292 -2.51327 2.14002e-005
3.51859 -2.51327 1.38618e-005
3.64425 -2.51327 8.8382e-006
3.76991 -2.51327 5.54689e-006
3.89558 -2.51327 3.42671e-006
4.02124 -2.51327 2.08375e-006
4.14691 -2.51327 1.24726e-006
4.27257 -2.51327 7.34871e-007
4.39823 -2.51327 4.26193e-007
4.5239 -2.51327 2.43301e-007
4.64956 -2.51327 1.36717e-007
