TITLE="privet"
VARIABLES="x", "y", "z"
ZONE T="zone", I=100, J=100, F=POINT
2.89027 -0.376989 0.00227503
3.01593 -0.376989 0.00156972
3.1416 -0.376989 0.0010661
3.26726 -0.376989 0.000712715
3.39292 -0.376989 0.000469003
3.51859 -0.376989 0.000303793
3.64425 -0.376989 0.000193697
3.76991 -0.376989 0.000121565
3.89558 -0.376989 7.50992e-005
4.02124 -0.376989 4.56672e-005
4.14691 -0.376989 2.73348e-005
4.27257 -0.376989 1.61053e-005
4.39823 -0.376989 9.34037e-006
4.5239 -0.376989 5.33214e-006
4.64956 -0.376989 2.99627e-006
4.77522 -0.376989 1.6573e-006
4.90089 -0.376989 9.02327e-007
5.02655 -0.376989 4.8358e-007
5.15222 -0.376989 2.55103e-007
5.27788 -0.376989 1.32466e-007
5.40354 -0.376989 6.7707e-008
5.52921 -0.376989 3.40648e-008
5.65487 -0.376989 1.68702e-008
5.78053 -0.376989 8.22386e-009
5.9062 -0.376989 3.94615e-009
6.03186 -0.376989 1.86386e-009
6.15753 -0.376989 8.66554e-010
-6.28319 -0.251325 4.12548e-010
-6.15752 -0.251325 9.01469e-010
-6.03186 -0.251325 1.93896e-009
-5.90619 -0.251325 4.10515e-009
-5.78053 -0.251325 8.55521e-009
-5.65487 -0.251325 1.75499e-008
-5.5292 -0.251325 3.54373e-008
-5.40354 -0.251325 7.04349e-008
-5.27788 -0.251325 1.37803e-007
-5.15221 -0.251325 2.6538e-007
-5.02655 -0.251325 5.03063e-007
-4.90088 -0.251325 9.38679e-007
-4.77522 -0.251325 1.72407e-006
-4.64956 -0.251325 3.11697e-006
-4.52389 -0.251325 5.54695e-006
-4.39823 -0.251325 9.71665e-006
-4.27257 -0.251325 1.67541e-005
-4.1469 -0.251325 2.8436e-005
-4.02124 -0.251325 4.75069e-005
-3.89557 -0.251325 7.81244e-005
-3.76991 -0.251325 0.000126462
-3.64425 -0.251325 0.000201499
-3.51858 -0.251325 0.00031603
-3.39292 -0.251325 0.000487896
-3.26726 -0.251325 0.000741424
-3.14159 -0.251325 0.00110904
-3.01593 -0.251325 0.00163295
-2.89026 -0.251325 0.00236667
-2.7646 -0.251325 0.00337633
-2.63894 -0.251325 0.00474126
-2.51327 -0.251325 0.00655368
-2.38761 -0.251325 0.00891698
-2.26195 -0.251325 0.0119424
-2.13628 -0.251325 0.0157438
-2.01062 -0.251325 0.02043
-1.88495 -0.251325 0.0260957
-1.75929 -0.251325 0.0328104
-1.63363 -0.251325 0.0406065
-1.50796 -0.251325 0.0494677
-1.3823 -0.251325 0.0593185
-1.25664 -0.251325 0.0700164
-1.13097 -0.251325 0.0813489
-1.00531 -0.251325 0.0930349
-0.879644 -0.251325 0.104732
-0.75398 -0.251325 0.116054
-0.628317 -0.251325 0.126584
-0.502653 -0.251325 0.135906
-0.376989 -0.251325 0.143629
-0.251325 -0.251325 0.149413
-0.125662 -0.251325 0.152994
1.93715e-006 -0.251325 0.154207
0.125666 -0.251325 0.152994
0.251329 -0.251325 0.149413
0.376993 -0.251325 0.143629
0.502657 -0.251325 0.135906
0.62832 -0.251325 0.126584
0.753984 -0.251325 0.116053
0.879648 -0.251325 0.104732
1.00531 -0.251325 0.0930345
1.13098 -0.251325 0.0813486
1.25664 -0.251325 0.0700161
1.3823 -0.251325 0.0593182
1.50797 -0.251325 0.0494674
1.63363 -0.251325 0.0406062
1.75929 -0.251325 0.0328102
1.88496 -0.251325 0.0260955
2.01062 -0.251325 0.0204298
2.13629 -0.251325 0.0157437
2.26195 -0.251325 0.0119423
2.38761 -0.251325 0.0089169
2.51328 -0.251325 0.00655361
2.63894 -0.251325 0.00474121
2.7646 -0.251325 0.00337629
2.89027 -0.251325 0.00236664
3.01593 -0.251325 0.00163293
3.1416 -0.251325 0.00110903
3.26726 -0.251325 0.000741415
3.39292 -0.251325 0.000487889
3.51859 -0.251325 0.000316026
3.64425 -0.251325 0.000201496
3.76991 -0.251325 0.00012646
3.89558 -0.251325 7.81232e-005
4.02124 -0.251325 4.75061e-005
4.14691 -0.251325 2.84355e-005
4.27257 -0.251325 1.67538e-005
4.39823 -0.251325 9.71649e-006
4.5239 -0.251325 5.54685e-006
4.64956 -0.251325 3.11692e-006
4.77522 -0.251325 1.72404e-006
4.90089 -0.251325 9.38661e-007
5.02655 -0.251325 5.03053e-007
5.15222 -0.251325 2.65375e-007
5.27788 -0.251325 1.378e-007
5.40354 -0.251325 7.04335e-008
5.52921 -0.251325 3.54365e-008
5.65487 -0.251325 1.75495e-008
5.78053 -0.251325 8.55502e-009
5.9062 -0.251325 4.10505e-009
6.03186 -0.251325 1.93891e-009
6.15753 -0.251325 9.01448e-010
-6.28319 -0.125662 4.22436e-010
-6.15752 -0.125662 9.23076e-010
-6.03186 -0.125662 1.98543e-009
-5.90619 -0.125662 4.20355e-009
-5.78053 -0.125662 8.76028e-009
-5.65487 -0.125662 1.79705e-008
-5.5292 -0.125662 3.62867e-008
-5.40354 -0.125662 7.21232e-008
-5.27788 -0.125662 1.41106e-007
-5.15221 -0.125662 2.71741e-007
-5.02655 -0.125662 5.15121e-007
-4.90088 -0.125662 9.61179e-007
-4.77522 -0.125662 1.76539e-006
-4.64956 -0.125662 3.19169e-006
-4.52389 -0.125662 5.67991e-006
-4.39823 -0.125662 9.94956e-006
-4.27257 -0.125662 1.71557e-005
-4.1469 -0.125662 2.91176e-005
-4.02124 -0.125662 4.86456e-005
-3.89557 -0.125662 7.9997e-005
-3.76991 -0.125662 0.000129493
-3.64425 -0.125662 0.000206329
-3.51858 -0.125662 0.000323606
-3.39292 -0.125662 0.00049959
-3.26726 -0.125662 0.000759196
-3.14159 -0.125662 0.00113563
-3.01593 -0.125662 0.00167209
-2.89026 -0.125662 0.0024234
-2.7646 -0.125662 0.00345726
-2.63894 -0.125662 0.00485491
-2.51327 -0.125662 0.00671076
-2.38761 -0.125662 0.00913072
-2.26195 -0.125662 0.0122287
-2.13628 -0.125662 0.0161212
-2.01062 -0.125662 0.0209197
-1.88495 -0.125662 0.0267212
-1.75929 -0.125662 0.0335968
-1.63363 -0.125662 0.0415798
-1.50796 -0.125662 0.0506534
-1.3823 -0.125662 0.0607403
-1.25664 -0.125662 0.0716947
-1.13097 -0.125662 0.0832988
-1.00531 -0.125662 0.0952649
-0.879644 -0.125662 0.107243
-0.75398 -0.125662 0.118835
-0.628317 -0.125662 0.129618
-0.502653 -0.125662 0.139164
-0.376989 -0.125662 0.147072
-0.251325 -0.125662 0.152994
-0.125662 -0.125662 0.156661
1.93715e-006 -0.125662 0.157903
0.125666 -0.125662 0.156661
0.251329 -0.125662 0.152994
0.376993 -0.125662 0.147072
0.502657 -0.125662 0.139164
0.62832 -0.125662 0.129618
0.753984 -0.125662 0.118835
0.879648 -0.125662 0.107242
1.00531 -0.125662 0.0952645
1.13098 -0.125662 0.0832985
1.25664 -0.125662 0.0716943
1.3823 -0.125662 0.06074
1.50797 -0.125662 0.0506531
1.63363 -0.125662 0.0415796
1.75929 -0.125662 0.0335966
1.88496 -0.125662 0.026721
2.01062 -0.125662 0.0209195
2.13629 -0.125662 0.016121
2.26195 -0.125662 0.0122286
2.38761 -0.125662 0.00913064
2.51328 -0.125662 0.0067107
2.63894 -0.125662 0.00485486
2.7646 -0.125662 0.00345722
2.89027 -0.125662 0.00242337
3.01593 -0.125662 0.00167207
3.1416 -0.125662 0.00113561
3.26726 -0.125662 0.000759186
3.39292 -0.125662 0.000499584
3.51859 -0.125662 0.000323601
3.64425 -0.125662 0.000206326
3.76991 -0.125662 0.000129491
3.89558 -0.125662 7.99958e-005
4.02124 -0.125662 4.86448e-005
4.14691 -0.125662 2.91171e-005
4.27257 -0.125662 1.71554e-005
4.39823 -0.125662 9.94939e-006
4.5239 -0.125662 5.67981e-006
4.64956 -0.125662 3.19163e-006
4.77522 -0.125662 1.76536e-006
4.90089 -0.125662 9.61161e-007
5.02655 -0.125662 5.15111e-007
5.15222 -0.125662 2.71736e-007
5.27788 -0.125662 1.41103e-007
5.40354 -0.125662 7.21217e-008
5.52921 -0.125662 3.62859e-008
5.65487 -0.125662 1.79702e-008
5.78053 -0.125662 8.76008e-009
5.9062 -0.125662 4.20345e-009
6.03186 -0.125662 1.98539e-009
6.15753 -0.125662 9.23055e-010
-6.28319 1.93715e-006 4.25785e-010
-6.15752 1.93715e-006 9.30393e-010
-6.03186 1.93715e-006 2.00117e-009
-5.90619 1.93715e-006 4.23687e-009
-5.78053 1.93715e-006 8.82972e-009
-5.65487 1.93715e-006 1.8113e-008
-5.5292 1.93715e-006 3.65743e-008
-5.40354 1.93715e-006 7.26949e-008
-5.27788 1.93715e-006 1.42224e-007
-5.15221 1.93715e-006 2.73896e-007
-5.02655 1.93715e-006 5.19204e-007
-4.90088 1.93715e-006 9.68798e-007
-4.77522 1.93715e-006 1.77939e-006
-4.64956 1.93715e-006 3.21699e-006
-4.52389 1.93715e-006 5.72493e-006
-4.39823 1.93715e-006 1.00284e-005
-4.27257 1.93715e-006 1.72917e-005
-4.1469 1.93715e-006 2.93484e-005
-4.02124 1.93715e-006 4.90312e-005
-3.89557 1.93715e-006 8.06311e-005
-3.76991 1.93715e-006 0.000130519
-3.64425 1.93715e-006 0.000207964
-3.51858 1.93715e-006 0.000326171
-3.39292 1.93715e-006 0.00050355
-3.26726 1.93715e-006 0.000765213
-3.14159 1.93715e-006 0.00114463
-3.01593 1.93715e-006 0.00168534
-2.89026 1.93715e-006 0.00244261
-2.7646 1.93715e-006 0.00348466
-2.63894 1.93715e-006 0.00489339
-2.51327 1.93715e-006 0.00676396
-2.38761 1.93715e-006 0.00920309
-2.26195 1.93715e-006 0.0123256
-2.13628 1.93715e-006 0.016249
-2.01062 1.93715e-006 0.0210855
-1.88495 1.93715e-006 0.026933
-1.75929 1.93715e-006 0.0338631
-1.63363 1.93715e-006 0.0419094
-1.50796 1.93715e-006 0.051055
-1.3823 1.93715e-006 0.0612218
-1.25664 1.93715e-006 0.072263
-1.13097 1.93715e-006 0.0839591
-1.00531 1.93715e-006 0.09602
-0.879644 1.93715e-006 0.108093
-0.75398 1.93715e-006 0.119777
-0.628317 1.93715e-006 0.130645
-0.502653 1.93715e-006 0.140267
-0.376989 1.93715e-006 0.148238
-0.251325 1.93715e-006 0.154207
-0.125662 1.93715e-006 0.157903
1.93715e-006 1.93715e-006 0.159155
0.125666 1.93715e-006 0.157903
0.251329 1.93715e-006 0.154207
0.376993 1.93715e-006 0.148238
0.502657 1.93715e-006 0.140267
0.62832 1.93715e-006 0.130645
0.753984 1.93715e-006 0.119777
0.879648 1.93715e-006 0.108093
1.00531 1.93715e-006 0.0960196
1.13098 1.93715e-006 0.0839587
1.25664 1.93715e-006 0.0722626
1.3823 1.93715e-006 0.0612215
1.50797 1.93715e-006 0.0510546
1.63363 1.93715e-006 0.0419091
1.75929 1.93715e-006 0.0338629
1.88496 1.93715e-006 0.0269328
2.01062 1.93715e-006 0.0210854
2.13629 1.93715e-006 0.0162488
2.26195 1.93715e-006 0.0123255
2.38761 1.93715e-006 0.00920301
2.51328 1.93715e-006 0.00676389
2.63894 1.93715e-006 0.00489334
2.7646 1.93715e-006 0.00348462
2.89027 1.93715e-006 0.00244258
3.01593 1.93715e-006 0.00168532
3.1416 1.93715e-006 0.00114461
3.26726 1.93715e-006 0.000765204
3.39292 1.93715e-006 0.000503544
3.51859 1.93715e-006 0.000326166
3.64425 1.93715e-006 0.000207962
3.76991 1.93715e-006 0.000130517
3.89558 1.93715e-006 8.06299e-005
4.02124 1.93715e-006 4.90304e-005
4.14691 1.93715e-006 2.93479e-005
4.27257 1.93715e-006 1.72914e-005
4.39823 1.93715e-006 1.00283e-005
4.5239 1.93715e-006 5.72483e-006
4.64956 1.93715e-006 3.21693e-006
4.77522 1.93715e-006 1.77935e-006
4.90089 1.93715e-006 9.6878e-007
5.02655 1.93715e-006 5.19194e-007
5.15222 1.93715e-006 2.7389e-007
5.27788 1.93715e-006 1.42221e-007
5.40354 1.93715e-006 7.26934e-008
5.52921 1.93715e-006 3.65736e-008
5.65487 1.93715e-006 1.81126e-008
5.78053 1.93715e-006 8.82951e-009
5.9062 1.93715e-006 4.23677e-009
6.03186 1.93715e-006 2.00113e-009
6.15753 1.93715e-006 9.30372e-010
-6.28319 0.125666 4.22436e-010
-6.15752 0.125666 9.23076e-010
-6.03186 0.125666 1.98543e-009
-5.90619 0.125666 4.20355e-009
-5.78053 0.125666 8.76027e-009
-5.65487 0.125666 1.79705e-008
-5.5292 0.125666 3.62867e-008
-5.40354 0.125666 7.21231e-008
-5.27788 0.125666 1.41106e-007
-5.15221 0.125666 2.71741e-007
-5.02655 0.125666 5.15121e-007
-4.90088 0.125666 9.61179e-007
-4.77522 0.125666 1.76539e-006
-4.64956 0.125666 3.19168e-006
-4.52389 0.125666 5.6799e-006
-4.39823 0.125666 9.94955e-006
-4.27257 0.125666 1.71557e-005
-4.1469 0.125666 2.91176e-005
-4.02124 0.125666 4.86456e-005
-3.89557 0.125666 7.9997e-005
-3.76991 0.125666 0.000129493
-3.64425 0.125666 0.000206329
-3.51858 0.125666 0.000323605
-3.39292 0.125666 0.00049959
-3.26726 0.125666 0.000759195
-3.14159 0.125666 0.00113563
-3.01593 0.125666 0.00167209
-2.89026 0.125666 0.00242339
-2.7646 0.125666 0.00345725
-2.63894 0.125666 0.0048549
-2.51327 0.125666 0.00671076
-2.38761 0.125666 0.00913071
-2.26195 0.125666 0.0122287
-2.13628 0.125666 0.0161212
-2.01062 0.125666 0.0209197
-1.88495 0.125666 0.0267212
-1.75929 0.125666 0.0335968
-1.63363 0.125666 0.0415798
-1.50796 0.125666 0.0506534
-1.3823 0.125666 0.0607403
-1.25664 0.125666 0.0716947
-1.13097 0.125666 0.0832988
-1.00531 0.125666 0.0952648
-0.879644 0.125666 0.107243
-0.75398 0.125666 0.118835
-0.628317 0.125666 0.129618
-0.502653 0.125666 0.139164
-0.376989 0.125666 0.147072
-0.251325 0.125666 0.152994
-0.125662 0.125666 0.156661
1.93715e-006 0.125666 0.157903
0.125666 0.125666 0.156661
0.251329 0.125666 0.152994
0.376993 0.125666 0.147072
0.502657 0.125666 0.139164
0.62832 0.125666 0.129618
0.753984 0.125666 0.118835
0.879648 0.125666 0.107242
1.00531 0.125666 0.0952644
1.13098 0.125666 0.0832984
1.25664 0.125666 0.0716943
1.3823 0.125666 0.06074
1.50797 0.125666 0.0506531
1.63363 0.125666 0.0415795
1.75929 0.125666 0.0335966
1.88496 0.125666 0.026721
2.01062 0.125666 0.0209195
2.13629 0.125666 0.016121
2.26195 0.125666 0.0122286
2.38761 0.125666 0.00913063
2.51328 0.125666 0.0067107
2.63894 0.125666 0.00485486
2.7646 0.125666 0.00345722
2.89027 0.125666 0.00242337
3.01593 0.125666 0.00167207
3.1416 0.125666 0.00113561
3.26726 0.125666 0.000759186
3.39292 0.125666 0.000499583
3.51859 0.125666 0.000323601
3.64425 0.125666 0.000206326
3.76991 0.125666 0.000129491
3.89558 0.125666 7.99958e-005
4.02124 0.125666 4.86448e-005
4.14691 0.125666 2.91171e-005
4.27257 0.125666 1.71554e-005
4.39823 0.125666 9.94938e-006
4.5239 0.125666 5.67981e-006
4.64956 0.125666 3.19163e-006
4.77522 0.125666 1.76536e-006
4.90089 0.125666 9.6116e-007
5.02655 0.125666 5.15111e-007
5.15222 0.125666 2.71736e-007
5.27788 0.125666 1.41103e-007
5.40354 0.125666 7.21217e-008
5.52921 0.125666 3.62859e-008
5.65487 0.125666 1.79702e-008
5.78053 0.125666 8.76007e-009
5.9062 0.125666 4.20345e-009
6.03186 0.125666 1.98539e-009
6.15753 0.125666 9.23055e-010
-6.28319 0.251329 4.12547e-010
-6.15752 0.251329 9.01468e-010
-6.03186 0.251329 1.93896e-009
-5.90619 0.251329 4.10515e-009
-5.78053 0.251329 8.5552e-009
-5.65487 0.251329 1.75499e-008
-5.5292 0.251329 3.54372e-008
-5.40354 0.251329 7.04348e-008
-5.27788 0.251329 1.37802e-007
-5.15221 0.251329 2.6538e-007
-5.02655 0.251329 5.03062e-007
-4.90088 0.251329 9.38678e-007
-4.77522 0.251329 1.72407e-006
-4.64956 0.251329 3.11697e-006
-4.52389 0.251329 5.54694e-006
-4.39823 0.251329 9.71665e-006
-4.27257 0.251329 1.67541e-005
-4.1469 0.251329 2.84359e-005
-4.02124 0.251329 4.75068e-005
-3.89557 0.251329 7.81243e-005
-3.76991 0.251329 0.000126462
-3.64425 0.251329 0.000201499
-3.51858 0.251329 0.00031603
-3.39292 0.251329 0.000487895
-3.26726 0.251329 0.000741423
-3.14159 0.251329 0.00110904
-3.01593 0.251329 0.00163294
-2.89026 0.251329 0.00236667
-2.7646 0.251329 0.00337632
-2.63894 0.251329 0.00474126
-2.51327 0.251329 0.00655367
-2.38761 0.251329 0.00891697
-2.26195 0.251329 0.0119424
-2.13628 0.251329 0.0157438
-2.01062 0.251329 0.02043
-1.88495 0.251329 0.0260957
-1.75929 0.251329 0.0328103
-1.63363 0.251329 0.0406065
-1.50796 0.251329 0.0494677
-1.3823 0.251329 0.0593184
-1.25664 0.251329 0.0700164
-1.13097 0.251329 0.0813489
-1.00531 0.251329 0.0930348
-0.879644 0.251329 0.104732
-0.75398 0.251329 0.116054
-0.628317 0.251329 0.126584
-0.502653 0.251329 0.135906
-0.376989 0.251329 0.143629
-0.251325 0.251329 0.149413
-0.125662 0.251329 0.152994
1.93715e-006 0.251329 0.154207
0.125666 0.251329 0.152994
0.251329 0.251329 0.149413
0.376993 0.251329 0.143629
0.502657 0.251329 0.135906
0.62832 0.251329 0.126583
0.753984 0.251329 0.116053
0.879648 0.251329 0.104732
1.00531 0.251329 0.0930344
1.13098 0.251329 0.0813485
1.25664 0.251329 0.070016
1.3823 0.251329 0.0593181
1.50797 0.251329 0.0494674
1.63363 0.251329 0.0406062
1.75929 0.251329 0.0328101
1.88496 0.251329 0.0260955
2.01062 0.251329 0.0204298
2.13629 0.251329 0.0157437
2.26195 0.251329 0.0119423
2.38761 0.251329 0.00891689
2.51328 0.251329 0.00655361
2.63894 0.251329 0.00474121
2.7646 0.251329 0.00337629
2.89027 0.251329 0.00236664
3.01593 0.251329 0.00163293
3.1416 0.251329 0.00110903
3.26726 0.251329 0.000741414
3.39292 0.251329 0.000487889
3.51859 0.251329 0.000316026
3.64425 0.251329 0.000201496
3.76991 0.251329 0.00012646
3.89558 0.251329 7.81232e-005
4.02124 0.251329 4.75061e-005
4.14691 0.251329 2.84355e-005
4.27257 0.251329 1.67538e-005
4.39823 0.251329 9.71648e-006
4.5239 0.251329 5.54685e-006
4.64956 0.251329 3.11692e-006
4.77522 0.251329 1.72403e-006
4.90089 0.251329 9.38661e-007
5.02655 0.251329 5.03053e-007
5.15222 0.251329 2.65375e-007
5.27788 0.251329 1.378e-007
5.40354 0.251329 7.04334e-008
5.52921 0.251329 3.54365e-008
5.65487 0.251329 1.75495e-008
5.78053 0.251329 8.55501e-009
5.9062 0.251329 4.10505e-009
6.03186 0.251329 1.93891e-009
6.15753 0.251329 9.01447e-010
-6.28319 0.376993 3.96578e-010
-6.15752 0.376993 8.66572e-010
-6.03186 0.376993 1.8639e-009
-5.90619 0.376993 3.94624e-009
-5.78053 0.376993 8.22404e-009
-5.65487 0.376993 1.68705e-008
-5.5292 0.376993 3.40655e-008
-5.40354 0.376993 6.77083e-008
-5.27788 0.376993 1.32468e-007
-5.15221 0.376993 2.55107e-007
-5.02655 0.376993 4.83589e-007
-4.90088 0.376993 9.02342e-007
-4.77522 0.376993 1.65733e-006
-4.64956 0.376993 2.99631e-006
-4.52389 0.376993 5.33222e-006
-4.39823 0.376993 9.34052e-006
-4.27257 0.376993 1.61056e-005
-4.1469 0.376993 2.73352e-005
-4.02124 0.376993 4.56679e-005
-3.89557 0.376993 7.51002e-005
-3.76991 0.376993 0.000121566
-3.64425 0.376993 0.000193699
-3.51858 0.376993 0.000303797
-3.39292 0.376993 0.000469009
-3.26726 0.376993 0.000712723
-3.14159 0.376993 0.00106611
-3.01593 0.376993 0.00156973
-2.89026 0.376993 0.00227505
-2.7646 0.376993 0.00324563
-2.63894 0.376993 0.00455772
-2.51327 0.376993 0.00629998
-2.38761 0.376993 0.0085718
-2.26195 0.376993 0.0114801
-2.13628 0.376993 0.0151343
-2.01062 0.376993 0.0196391
-1.88495 0.376993 0.0250855
-1.75929 0.376993 0.0315403
-1.63363 0.376993 0.0390346
-1.50796 0.376993 0.0475528
-1.3823 0.376993 0.0570222
-1.25664 0.376993 0.0673061
-1.13097 0.376993 0.0781999
-1.00531 0.376993 0.0894334
-0.879644 0.376993 0.100678
-0.75398 0.376993 0.111561
-0.628317 0.376993 0.121684
-0.502653 0.376993 0.130645
-0.376989 0.376993 0.138069
-0.251325 0.376993 0.143629
-0.125662 0.376993 0.147072
1.93715e-006 0.376993 0.148238
0.125666 0.376993 0.147072
0.251329 0.376993 0.143629
0.376993 0.376993 0.138069
0.502657 0.376993 0.130645
0.62832 0.376993 0.121683
0.753984 0.376993 0.111561
0.879648 0.376993 0.100678
1.00531 0.376993 0.0894331
1.13098 0.376993 0.0781995
1.25664 0.376993 0.0673057
1.3823 0.376993 0.0570219
1.50797 0.376993 0.0475525
1.63363 0.376993 0.0390344
1.75929 0.376993 0.0315401
1.88496 0.376993 0.0250853
2.01062 0.376993 0.019639
2.13629 0.376993 0.0151342
2.26195 0.376993 0.01148
2.38761 0.376993 0.00857172
2.51328 0.376993 0.00629992
2.63894 0.376993 0.00455768
2.7646 0.376993 0.00324559
2.89027 0.376993 0.00227503
3.01593 0.376993 0.00156972
3.1416 0.376993 0.0010661
3.26726 0.376993 0.000712714
3.39292 0.376993 0.000469003
3.51859 0.376993 0.000303793
3.64425 0.376993 0.000193696
3.76991 0.376993 0.000121565
3.89558 0.376993 7.5099e-005
4.02124 0.376993 4.56671e-005
4.14691 0.376993 2.73348e-005
4.27257 0.376993 1.61053e-005
4.39823 0.376993 9.34036e-006
4.5239 0.376993 5.33213e-006
4.64956 0.376993 2.99626e-006
4.77522 0.376993 1.6573e-006
4.90089 0.376993 9.02325e-007
5.02655 0.376993 4.8358e-007
5.15222 0.376993 2.55102e-007
5.27788 0.376993 1.32466e-007
5.40354 0.376993 6.77069e-008
5.52921 0.376993 3.40648e-008
5.65487 0.376993 1.68702e-008
5.78053 0.376993 8.22385e-009
5.9062 0.376993 3.94615e-009
6.03186 0.376993 1.86386e-009
6.15753 0.376993 8.66552e-010
-6.28319 0.502657 3.75254e-010
-6.15752 0.502657 8.19976e-010
-6.03186 0.502657 1.76368e-009
-5.90619 0.502657 3.73405e-009
-5.78053 0.502657 7.78183e-009
-5.65487 0.502657 1.59634e-008
-5.5292 0.502657 3.22338e-008
-5.40354 0.502657 6.40676e-008
-5.27788 0.502657 1.25345e-007
-5.15221 0.502657 2.4139e-007
-5.02655 0.502657 4.57586e-007
-4.90088 0.502657 8.53823e-007
-4.77522 0.502657 1.56821e-006
-4.64956 0.502657 2.8352e-006
-4.52389 0.502657 5.04551e-006
-4.39823 0.502657 8.83827e-006
-4.27257 0.502657 1.52396e-005
-4.1469 0.502657 2.58654e-005
-4.02124 0.502657 4.32123e-005
-3.89557 0.502657 7.1062e-005
-3.76991 0.502657 0.00011503
-3.64425 0.502657 0.000183284
-3.51858 0.502657 0.000287461
-3.39292 0.502657 0.00044379
-3.26726 0.502657 0.0006744
-3.14159 0.502657 0.00100879
-3.01593 0.502657 0.00148533
-2.89026 0.502657 0.00215272
-2.7646 0.502657 0.00307111
-2.63894 0.502657 0.00431265
-2.51327 0.502657 0.00596123
-2.38761 0.502657 0.00811089
-2.26195 0.502657 0.0108628
-2.13628 0.502657 0.0143206
-2.01062 0.502657 0.0185831
-1.88495 0.502657 0.0237367
-1.75929 0.502657 0.0298443
-1.63363 0.502657 0.0369357
-1.50796 0.502657 0.0449959
-1.3823 0.502657 0.0539561
-1.25664 0.502657 0.063687
-1.13097 0.502657 0.073995
-1.00531 0.502657 0.0846246
-0.879644 0.502657 0.0952647
-0.75398 0.502657 0.105562
-0.628317 0.502657 0.115141
-0.502653 0.502657 0.12362
-0.376989 0.502657 0.130645
-0.251325 0.502657 0.135906
-0.125662 0.502657 0.139164
1.93715e-006 0.502657 0.140267
0.125666 0.502657 0.139164
0.251329 0.502657 0.135906
0.376993 0.502657 0.130645
0.502657 0.502657 0.12362
0.62832 0.502657 0.11514
0.753984 0.502657 0.105562
0.879648 0.502657 0.0952644
1.00531 0.502657 0.0846242
1.13098 0.502657 0.0739947
1.25664 0.502657 0.0636867
1.3823 0.502657 0.0539558
1.50797 0.502657 0.0449956
1.63363 0.502657 0.0369355
1.75929 0.502657 0.0298441
1.88496 0.502657 0.0237365
2.01062 0.502657 0.018583
2.13629 0.502657 0.0143205
2.26195 0.502657 0.0108627
2.38761 0.502657 0.00811082
2.51328 0.502657 0.00596117
2.63894 0.502657 0.00431261
2.7646 0.502657 0.00307108
2.89027 0.502657 0.0021527
3.01593 0.502657 0.00148531
3.1416 0.502657 0.00100877
3.26726 0.502657 0.000674391
3.39292 0.502657 0.000443784
3.51859 0.502657 0.000287458
3.64425 0.502657 0.000183281
3.76991 0.502657 0.000115028
3.89558 0.502657 7.10609e-005
4.02124 0.502657 4.32116e-005
4.14691 0.502657 2.5865e-005
4.27257 0.502657 1.52393e-005
4.39823 0.502657 8.83812e-006
4.5239 0.502657 5.04542e-006
4.64956 0.502657 2.83515e-006
4.77522 0.502657 1.56818e-006
4.90089 0.502657 8.53807e-007
5.02655 0.502657 4.57577e-007
5.15222 0.502657 2.41385e-007
5.27788 0.502657 1.25343e-007
5.40354 0.502657 6.40663e-008
5.52921 0.502657 3.22331e-008
5.65487 0.502657 1.59631e-008
5.78053 0.502657 7.78165e-009
5.9062 0.502657 3.73396e-009
6.03186 0.502657 1.76364e-009
6.15753 0.502657 8.19958e-010
-6.28319 0.62832 3.49513e-010
-6.15752 0.62832 7.6373e-010
-6.03186 0.62832 1.6427e-009
-5.90619 0.62832 3.47791e-009
-5.78053 0.62832 7.24803e-009
-5.65487 0.62832 1.48684e-008
-5.5292 0.62832 3.00227e-008
-5.40354 0.62832 5.96729e-008
-5.27788 0.62832 1.16747e-007
-5.15221 0.62832 2.24832e-007
-5.02655 0.62832 4.26198e-007
-4.90088 0.62832 7.95255e-007
-4.77522 0.62832 1.46064e-006
-4.64956 0.62832 2.64072e-006
-4.52389 0.62832 4.69941e-006
-4.39823 0.62832 8.23201e-006
-4.27257 0.62832 1.41942e-005
-4.1469 0.62832 2.40911e-005
-4.02124 0.62832 4.02481e-005
-3.89557 0.62832 6.61875e-005
-3.76991 0.62832 0.000107139
-3.64425 0.62832 0.000170711
-3.51858 0.62832 0.000267743
-3.39292 0.62832 0.000413348
-3.26726 0.62832 0.000628139
-3.14159 0.62832 0.000939588
-3.01593 0.62832 0.00138344
-2.89026 0.62832 0.00200506
-2.7646 0.62832 0.00286045
-2.63894 0.62832 0.00401683
-2.51327 0.62832 0.00555232
-2.38761 0.62832 0.00755452
-2.26195 0.62832 0.0101177
-2.13628 0.62832 0.0133382
-2.01062 0.62832 0.0173084
-1.88495 0.62832 0.0221084
-1.75929 0.62832 0.0277972
-1.63363 0.62832 0.0344021
-1.50796 0.62832 0.0419094
-1.3823 0.62832 0.050255
-1.25664 0.62832 0.0593184
-1.13097 0.62832 0.0689193
-1.00531 0.62832 0.0788197
-0.879644 0.62832 0.08873
-0.75398 0.62832 0.0983214
-0.628317 0.62832 0.107243
-0.502653 0.62832 0.115141
-0.376989 0.62832 0.121684
-0.251325 0.62832 0.126584
-0.125662 0.62832 0.129618
1.93715e-006 0.62832 0.130645
0.125666 0.62832 0.129618
0.251329 0.62832 0.126583
0.376993 0.62832 0.121683
0.502657 0.62832 0.11514
